0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.296999999999999886e+02
0.000000000000000000e+00 0.000000000000000000e+00 3.020000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00 8.525000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00 1.246799999999999955e+03
0.000000000000000000e+00 0.000000000000000000e+00 1.295500000000000000e+03
0.000000000000000000e+00 0.000000000000000000e+00 2.000799999999999955e+03
0.000000000000000000e+00 0.000000000000000000e+00 2.059300000000000182e+03
0.000000000000000000e+00 0.000000000000000000e+00 2.553900000000000091e+03
0.000000000000000000e+00 0.000000000000000000e+00 2.871599999999999909e+03
0.000000000000000000e+00 0.000000000000000000e+00 6.331199999999999818e+03
0.000000000000000000e+00 0.000000000000000000e+00 6.331199999999999818e+03
0.000000000000000000e+00 5.920000000000000284e+01 2.391300000000000182e+03
0.000000000000000000e+00 6.420000000000000284e+01 8.678999999999999773e+02
0.000000000000000000e+00 1.383000000000000114e+02 0.000000000000000000e+00
0.000000000000000000e+00 2.228000000000000114e+02 2.386500000000000000e+03
0.000000000000000000e+00 2.295000000000000000e+02 1.154799999999999955e+03
0.000000000000000000e+00 4.048999999999999773e+02 1.549400000000000091e+03
0.000000000000000000e+00 4.193000000000000114e+02 0.000000000000000000e+00
0.000000000000000000e+00 4.856000000000000227e+02 0.000000000000000000e+00
0.000000000000000000e+00 4.891999999999999886e+02 0.000000000000000000e+00
0.000000000000000000e+00 4.951999999999999886e+02 1.654900000000000091e+03
0.000000000000000000e+00 5.167000000000000455e+02 0.000000000000000000e+00
0.000000000000000000e+00 5.516000000000000227e+02 0.000000000000000000e+00
0.000000000000000000e+00 6.497999999999999545e+02 0.000000000000000000e+00
0.000000000000000000e+00 7.470000000000000000e+02 0.000000000000000000e+00
