2.262365657783533823e+00 1.591362719947843951e+00 8.780839550142454097e-01 1.686727705147305356e-01 -4.994767491748111077e-01 -1.099121692368064007e+00 -1.612577777506154719e+00 -2.029886011715308580e+00 -2.346474091333167866e+00 -2.560875161173862491e+00 -2.672857200349719964e+00 -2.682138388591739808e+00 -2.587739261521333489e+00 -2.387946117993175577e+00 -2.080816453059260773e+00 -1.665129811592085396e+00 -1.141663215060070957e+00 -5.146408636719207452e-01 2.068287048681598517e-01 1.007551838259701515e+00 1.865531048961197147e+00 2.751959099376986906e+00 3.632086352281878927e+00 4.466993454234094330e+00 5.216138203081819746e+00 5.840394416209623074e+00 6.305212638003551362e+00 6.583532821915766498e+00 6.658148911981074392e+00 6.523313556746056285e+00 6.185433783436037558e+00 5.662744444190193072e+00 4.983898768029048298e+00 4.185531092879480219e+00 3.309026736726685680e+00 2.396918498768731087e+00 1.489433102641657625e+00 6.216789408665495120e-01 -1.781920909818094922e-01 -8.897376592908227133e-01 -1.499989005802315090e+00 -2.002460175759787742e+00 -2.395691364832749581e+00 -2.681603374074287061e+00 -2.863892241064585509e+00 -2.946637127910591847e+00 -2.933247685449025699e+00 -2.825845030038764527e+00 -2.625150270797595553e+00 -2.330938124115249810e+00 -1.943089134771817550e+00 -1.463228117977796838e+00 -8.968525224765724335e-01 -2.557193356222587921e-01 4.399255309197233621e-01 1.159891059853986439e+00 1.864104235959097799e+00 2.504871418835076025e+00 3.031630823245744288e+00 3.397768261649985799e+00 3.568201245342158767e+00 3.525810970102647435e+00 3.274825996181622845e+00 2.840078257820507268e+00
1.830552756685028593e+00 1.123696502688572796e+00 4.031759868625351406e-01 -2.909616319114617378e-01 -9.285761511358989750e-01 -1.489443150784982572e+00 -1.961764381035683069e+00 -2.339927693629724637e+00 -2.622130943221415489e+00 -2.808283264257676937e+00 -2.898411845996991865e+00 -2.891666775822832491e+00 -2.785931975554414297e+00 -2.578003470422863597e+00 -2.264270998280248026e+00 -1.841820924932647818e+00 -1.309856277421626469e+00 -6.712959910013932552e-01 6.563133148133780403e-02 8.860361653069225296e-01 1.767535405205542087e+00 2.680212556241577726e+00 3.587575314366680423e+00 4.448567377704832460e+00 5.220487868618340244e+00 5.862469355198472343e+00 6.339035263406164411e+00 6.623247468031817853e+00 6.699059018237651486e+00 6.562647436698546777e+00 6.222650535403744243e+00 5.699324491053983088e+00 5.022710777068912336e+00 4.229976363456931843e+00 3.362199049097384762e+00 2.460978456721695018e+00 1.565306705817090416e+00 7.090897637115390895e-01 -8.042504727862900826e-02 -7.832420620229088026e-01 -1.386327170978224332e+00 -1.882645806655829590e+00 -2.269787896823608264e+00 -2.548432104584430036e+00 -2.720865068742680748e+00 -2.789727170891293184e+00 -2.757118358173040296e+00 -2.624169665592180678e+00 -2.391164343499739608e+00 -2.058267404289979119e+00 -1.626880412935748366e+00 -1.101563215528123640e+00 -4.923408609006709180e-01 1.829623037491088233e-01 8.969256427764638051e-01 1.612004111890913194e+00 2.282010954205000441e+00 2.856073066469793087e+00 3.284890448264380591e+00 3.528270771227015157e+00 3.562158582443418542e+00 3.383167387934512771e+00 3.009203670960639787e+00 2.475984333163787188e+00
1.402986162589652475e+00 6.868765541297225941e-01 -1.673103684238046174e-02 -6.750764433740930048e-01 -1.265551727834319351e+00 -1.774604368069964355e+00 -2.195653827795345681e+00 -2.526684655811625824e+00 -2.767987807903565578e+00 -2.920328136891576332e+00 -2.983667259144472617e+00 -2.956475666452041740e+00 -2.835615024303727694e+00 -2.616744877650698076e+00 -2.295192595410456171e+00 -1.867209257908213571e+00 -1.331508013540155355e+00 -6.909396292861962330e-01 4.589633049269469661e-02 8.633652276294636607e-01 1.738133598633273547e+00 2.639407498373333993e+00 3.530250480985351214e+00 4.369968693476274701e+00 5.117310397393169730e+00 5.734015151337440663e+00 6.188151483371746586e+00 6.456748697770438916e+00 6.527429891642315241e+00 6.398994108636722800e+00 6.081070542842271109e+00 5.593026583711975697e+00 4.962283800293382008e+00 4.222157942965750088e+00 3.409351726640609037e+00 2.561296468585672947e+00 1.713613052749887400e+00 8.979862155374076504e-01 1.406911616963350264e-01 -5.381062868851499426e-01 -1.124292651915630215e+00 -1.609124777131254458e+00 -1.988124015320809068e+00 -2.259770325826019111e+00 -2.424209501587908377e+00 -2.482160523518981421e+00 -2.434180730006700433e+00 -2.280418724417952792e+00 -2.020955269349245853e+00 -1.656790567613058984e+00 -1.191467024211695813e+00 -6.332030199242196788e-01 2.754829056040366229e-03 6.920645162574200482e-01 1.400211209097244058e+00 2.083208707919193436e+00 2.690697420472954349e+00 3.171529032809839777e+00 3.481097055517083483e+00 3.588817773361637542e+00 3.483726142878933452e+00 3.176476616716559676e+00 2.697111912532751621e+00 2.089328185261474680e+00
9.837101501495286726e-01 2.811107865294606434e-01 -3.859593449882957050e-01 -9.925144939641397102e-01 -1.523245052690000545e+00 -1.970629357053225394e+00 -2.332524984555901515e+00 -2.609777234421484682e+00 -2.804178178436300684e+00 -2.916943837506650095e+00 -2.947767282084635010e+00 -2.894443615927303259e+00 -2.753032184395273863e+00 -2.518505837154479288e+00 -2.185823748221193075e+00 -1.751343123777053812e+00 -1.214448964341112713e+00 -5.792276989646544250e-01 1.440531682186939055e-01 9.379513683592323181e-01 1.777645930081353187e+00 2.631759849626568393e+00 3.464279753269296158e+00 4.237395531585978148e+00 4.914824691785925737e+00 5.465021555727499702e+00 5.863689353038074259e+00 6.095228532714898506e+00 6.153082966064535420e+00 6.039240341931344958e+00 5.763276482890529628e+00 5.341270376718895818e+00 4.794728748864773848e+00 4.149472587343066010e+00 3.434356996414125618e+00 2.679747584152862849e+00 1.915811200794237834e+00 1.170810705399395024e+00 4.696538499674137723e-01 -1.670858663222003215e-01 -7.235592671531209108e-01 -1.188449284282108165e+00 -1.554309969908122202e+00 -1.816618901986923440e+00 -1.972754430219857413e+00 -2.021109059741442060e+00 -1.960532191399022350e+00 -1.790265750378615905e+00 -1.510493072266048120e+00 -1.123554688638415566e+00 -6.357787337570949271e-01 -5.971431857051550524e-02 5.836558642932359042e-01 1.263376134215013158e+00 1.938459448491958392e+00 2.560061118337944031e+00 3.076233697900082387e+00 3.438846775748614970e+00 3.611330922913714048e+00 3.575241894830626155e+00 3.333675872959837694e+00 2.910439348085243072e+00 2.345255460899356326e+00 1.686525731963258945e+00
5.724478909835896134e-01 -9.862483067818271498e-02 -7.145841096837407536e-01 -1.258087372158056105e+00 -1.720495049750369931e+00 -2.099486495763994043e+00 -2.396540483777673813e+00 -2.614683593878212253e+00 -2.756722092202756436e+00 -2.824043278648479038e+00 -2.815997418584391454e+00 -2.729834319226243533e+00 -2.561151263139731071e+00 -2.304796711067646608e+00 -1.956155809971040549e+00 -1.512711054926551446e+00 -9.757202782975195055e-01 -3.517881206005358252e-01 3.459573359853698182e-01 1.097402632628937447e+00 1.875979561513436700e+00 2.650318449502503171e+00 3.386903192152511899e+00 4.053311599639169316e+00 4.621394776785331615e+00 5.069703531409566644e+00 5.384666685824913479e+00 5.560413528460203203e+00 5.597557196988500294e+00 5.501537399129627026e+00 5.281147433366544242e+00 4.947652777064083907e+00 4.514565235790040099e+00 3.997826669478512507e+00 3.416002076107155006e+00 2.790121858588566095e+00 2.142999398644846121e+00 1.498083283256977705e+00 8.780842664294480349e-01 3.036870664005715814e-01 -2.073866320743449621e-01 -6.408165353080922388e-01 -9.856175236010898955e-01 -1.233684477178926819e+00 -1.379143955372316599e+00 -1.417744855005080851e+00 -1.346519702159073795e+00 -1.163917824162813197e+00 -8.705513774378873526e-01 -4.705965608432619574e-01 2.625789447346908029e-02 6.026313870271421402e-01 1.231605055322081199e+00 1.875989638270925131e+00 2.489548837692499017e+00 3.020767611918516504e+00 3.419105164614224535e+00 3.642734886690533358e+00 3.665913378095325026e+00 3.483829903817185603e+00 3.113373777953724275e+00 2.589562002703254429e+00 1.958792611385272942e+00 1.270957877516146972e+00
1.665862674756738715e-01 -4.601222712210681909e-01 -1.015604378192856760e+00 -1.489533334581476742e+00 -1.879032702911488606e+00 -2.186044998881613299e+00 -2.414857165918487869e+00 -2.570064252448337250e+00 -2.655096698125266830e+00 -2.671342866203390454e+00 -2.617851093330709755e+00 -2.491574285273275180e+00 -2.288107747650971913e+00 -2.002854523537978881e+00 -1.632522314507676597e+00 -1.176805971624994118e+00 -6.400402971460816826e-01 -3.253269870589412666e-02 6.287658142132784844e-01 1.320575435748952087e+00 2.014783722523997955e+00 2.681065839052734212e+00 3.290240366876579170e+00 3.817673546371926463e+00 4.245919379230479684e+00 4.565928074666163461e+00 4.776556102477876209e+00 4.882627772548094214e+00 4.892228347095148422e+00 4.814088671912491790e+00 4.655801674843490723e+00 4.423264015400315330e+00 4.121305851875682436e+00 3.755107725464424728e+00 3.331811006120303453e+00 2.861744162786625356e+00 2.358879074299556677e+00 1.840415517020043357e+00 1.325664082799932864e+00 8.345728914910937046e-01 3.862832100616535036e-01 -1.982355218869639741e-03 -3.155483583137821957e-01 -5.424473843426367292e-01 -6.732647231576129876e-01 -7.009015311067324783e-01 -6.205180536502600264e-01 -4.298925075126614481e-01 -1.303534949540216814e-01 2.716909295905792221e-01 7.628029061092824747e-01 1.320573170545392250e+00 1.912382905104751396e+00 2.495732231173199533e+00 3.020913151952640430e+00 3.436324838427561090e+00 3.695860094542220420e+00 3.766799956747906464e+00 3.636031117215442698e+00 3.312605676083487438e+00 2.825761604883296307e+00 2.219048060916177345e+00 1.542410078569370624e+00 8.444501951232021852e-01
-2.368457955255797165e-01 -8.115843932057547061e-01 -1.302313554181921962e+00 -1.704737357867462055e+00 -2.020662530758766451e+00 -2.255309084244351503e+00 -2.414982573618493333e+00 -2.505291207903578510e+00 -2.529970987236429103e+00 -2.490318844017504585e+00 -2.385205512167455577e+00 -2.211626138030995836e+00 -1.965731840921135065e+00 -1.644257841444971557e+00 -1.246215033549331830e+00 -7.746393794233146224e-01 -2.381064466147479741e-01 3.483554468286521599e-01 9.633332777558765159e-01 1.580356786703391192e+00 2.170516040807357161e+00 2.706035488793471444e+00 3.164098879738041159e+00 3.530000915759900604e+00 3.798772520550584897e+00 3.974809791452151853e+00 4.069607218235109514e+00 4.098236339215429958e+00 4.075524434109361493e+00 4.012889746054111306e+00 3.916525450170800671e+00 3.787217188139819779e+00 3.621659786409723303e+00 3.414805574077718120e+00 3.162587076204258718e+00 2.864335713086847424e+00 2.524359572069765356e+00 2.152405346563789124e+00 1.763035783949367774e+00 1.374213571191104100e+00 1.005523168893404318e+00 6.764574292924906418e-01 4.050711148326799349e-01 2.071171138974943482e-01 9.559655074773645844e-02 8.051758532329994500e-02 1.685926729485179854e-01 3.626168276048207240e-01 6.603605743216571788e-01 1.052981509198688270e+00 1.523203109455289805e+00 2.043799704735256295e+00 2.577182849652495111e+00 3.076964066955218957e+00 3.492101326961570162e+00 3.773529905163798936e+00 3.882164655664303687e+00 3.796259005041481505e+00 3.515863216102248501e+00 3.062852647631193914e+00 2.476465915045201971e+00 1.805797752214987062e+00 1.101504662214814800e+00 4.088243734791217054e-01
-6.395448786849876610e-01 -1.159669984817895516e+00 -1.586099564974819964e+00 -1.919365670728536921e+00 -2.164800026322977189e+00 -2.329915232626602606e+00 -2.422280714141916036e+00 -2.448005524402039335e+00 -2.410853334715786556e+00 -2.311974967321710484e+00 -2.150226777968212932e+00 -1.923029749496930618e+00 -1.627699919024993447e+00 -1.263134772250492865e+00 -8.316660699032081272e-01 -3.407910400577313093e-01 1.956059678760986020e-01 7.569821409932209200e-01 1.317195811059927779e+00 1.847050201661786906e+00 2.318083981568806351e+00 2.706917762939961225e+00 2.999132612599338277e+00 3.191629150198859399e+00 3.292765371492489379e+00 3.320189289940107535e+00 3.296925124002667129e+00 3.246694740146390590e+00 3.189541577735494737e+00 3.138614883447378379e+00 3.098606718896502965e+00 3.065952148903283714e+00 3.030584685093052677e+00 2.978805968232637102e+00 2.896678865784304335e+00 2.773293611289996186e+00 2.603307917017862572e+00 2.388336021756157113e+00 2.137033442547107587e+00 1.864023998617311495e+00 1.588052040381575436e+00 1.329844266303060740e+00 1.110113311407538772e+00 9.479672982821756300e-01 8.597764929556770408e-01 8.583612146434858037e-01 9.522539061815008532e-01 1.144777201026430546e+00 1.432775803161618455e+00 1.805039037517150557e+00 2.240732905148707044e+00 2.708469181182374896e+00 3.166859022933957490e+00 3.567358026923867165e+00 3.859747964708113432e+00 3.999706300847125195e+00 3.956860795994464830e+00 3.721046386025613550e+00 3.304687657943472967e+00 2.740410551251825311e+00 2.074630126486845416e+00 1.359144593689893155e+00 6.431080264172288619e-01 -3.283819046069995362e-02
-1.040870860700211287e+00 -1.508141543669796913e+00 -1.874846617021915129e+00 -2.145056664272855240e+00 -2.326476815559787248e+00 -2.427972480080319961e+00 -2.457670810457003974e+00 -2.421704196364067307e+00 -2.323602416388003356e+00 -2.164315944306279160e+00 -1.942840301585425644e+00 -1.657391899658096301e+00 -1.307045348001091511e+00 -8.936700752566291150e-01 -4.238974132298062303e-01 8.927704925806247138e-02 6.257527782225360546e-01 1.158944433263189078e+00 1.658082735805513908e+00 2.092119920612661499e+00 2.434623758172519192e+00 2.668559234792698742e+00 2.789677763744764061e+00 2.807513871110534964e+00 2.743660620251852755e+00 2.627779887539854364e+00 2.492373919511161606e+00 2.367511566054443684e+00 2.276496269919855653e+00 2.233064526274503248e+00 2.240309078056054393e+00 2.291240540738295639e+00 2.370739859196916210e+00 2.458556979913393281e+00 2.532924295729068298e+00 2.574265852190335657e+00 2.568433545458642886e+00 2.508949159649525473e+00 2.397910389665220521e+00 2.245503420758684587e+00 2.068367442566808823e+00 1.887270994619313580e+00 1.724614594994549277e+00 1.602165910950917871e+00 1.539223131263169453e+00 1.551177674025647768e+00 1.648287978859865444e+00 1.834431499452053194e+00 2.105691088708117498e+00 2.448847617177457359e+00 2.840155115864777979e+00 3.245081912042767858e+00 3.619861829667928355e+00 3.915525243508060527e+00 4.084441974832031974e+00 4.088393599113155474e+00 3.906201840874258480e+00 3.538561706890353431e+00 3.008365911928111203e+00 2.356302304450361262e+00 1.633138171053657661e+00 8.910555938039095292e-01 1.763035601292502752e-01 -4.754606230487455343e-01
-1.437442132895459190e+00 -1.857209022598607095e+00 -2.172044073340938741e+00 -2.388293465166649199e+00 -2.514963708240161910e+00 -2.561420982655397971e+00 -2.535713628919745055e+00 -2.443559317323988012e+00 -2.287998787322220728e+00 -2.069703394091718884e+00 -1.787910246158519456e+00 -1.441927891631759495e+00 -1.033092033914654539e+00 -5.669441504681048682e-01 -5.525938139357679940e-02 4.826038740185039644e-01 1.019647194449396110e+00 1.522995818705178639e+00 1.957659932274797399e+00 2.291869219313292128e+00 2.502885142715450595e+00 2.581771500340662939e+00 2.535712307445229019e+00 2.387148917312509333e+00 2.169986423576955037e+00 1.923946083834671361e+00 1.688480435608019414e+00 1.497479787130373330e+00 1.375499494100856923e+00 1.335717775115579542e+00 1.379489214203663883e+00 1.497230240498222509e+00 1.670385235649706868e+00 1.874262258429840511e+00 2.081508996219837648e+00 2.265898847875927213e+00 2.405959505267064813e+00 2.487892314140797811e+00 2.507285675153159143e+00 2.469346276397803130e+00 2.387698512388136241e+00 2.282113225602842022e+00 2.175701782334219736e+00 2.092095225509904566e+00 2.052952814950030458e+00 2.075902762117655787e+00 2.172815776568298052e+00 2.348227801874776421e+00 2.597798360664998807e+00 2.906908142400807193e+00 3.249809440550303297e+00 3.590031612663210137e+00 3.882834454739839014e+00 4.080203495002526992e+00 4.138109726846772141e+00 4.024695019013740271e+00 3.727187074002784151e+00 3.255282395831404330e+00 2.639719048019428804e+00 1.926419447294508869e+00 1.168081207437478897e+00 4.156980525823304462e-01 -2.879486723881267696e-01 -9.118467784778121477e-01
